Affinity Row ID,Organization Id,Name,Website,Description,Industry,Investors,Sector,Sub-Sector,Tech Trend(s)
44146331,278380656,inBalance,inbalanceresearch.com,"inBalance recognizes the growing demand for next-generation financial modelling to support the increasingly sophisticated decisions that renewable stakeholders face. Our vision is to enable rapid growth of novel decarbonizing technologies through the trading insights necessary to properly leverage them. Utilities, energy traders, and storage providers, among other energy stakeholders, struggle to navigate wholesale electricity pricing when resources or making charge/discharge decisions. Market volatility erodes US utilities’ profits, curtails renewables, and ultimately drives higher prices for consumers. inBalance offers unique and cutting-edge Machine Learning electricity price and risk modeling software (SaaS) to reflect the complexity of an energy market landscape increasingly shaped by renewables.",Growth; Renewable Electricity; Renewables & Environment; Energy; Finance; FinTech; Learn; Market; Real; Software; Time; Utilities,Y Combinator; Plug And Play Tech Center,Energy,"",""
44114286,223155273,Bluedot Technologies,thebluedot.co,"Driving Electric Rewarded. We know that charging takes time, so we created Bluedot to make it more engaging. Download on theApp Store Get it onGoogle Play Drivers Discover activities nearby charging",Software; Automotive; App; Car; IT; Marketplace; Mobile; Tools; Vehicles; Sustainability; Clean Energy; Hardware; Networks,Pilott; Plug And Play Tech Center; Dorm Room Fund,"","",""
44072356,1715656,Ipsum,ipsumapp.co,"Schedules, Lookaheads and Weekly Plans, finally all connected in one platform.",Commercial & Residential Construction; Software; Technology; SaaS; Business Intelligence; Computer; Construction; Data; Engineering; Fast; Planning; Platform; Productivity; Web; Analytics; App; Business; IT; Vertical,Plug And Play Tech Center; Cemex Ventures,"","",""
44071534,262542713,DOCUMENT CRUNCH,documentcrunch.com,"Document Crunch is making the industry smarter around contracts, every project, every day.",Law; Platform; Technology; Website; Internet Software & Services; Information Technology & Services; Artificial Intelligence; Construction; Documents; Fast; Insurance; InsurTech; Industry,Holt Ventures,"","",""
43811881,220497322,NODAR,nodarsensor.com,"Long-range 3D vision for autonomous vehicles using wide-baseline camera   arrays.",Internet Software & Services; Information Technology & Services; Autonomous Vehicles; Automotive; 3D; Autonomous; Camera; Car; Real; Sensors; Time; Vehicles; Automation; Mobile; Optics; School; Technology,Masschallenge; Plug And Play Tech Center; Rhapsody Venture Partners; New Enterprise Associates,"","",""
42928829,197518363,Duet ride,duetinc.com,Duet is a commuter carpooling mobile app. Duet makes carpool easier and more accessible for daily commuters. Go to www.duetinc.com and get Duet.,Communications Equipment; Freight & Logistics Services; Transportation; Networking; Technology; Internet; Mobile; B2B; Mobility; Productivity; SaaS; Service; Enterprise; Software,Techstars,"","",""
42786171,222183568,GoodRoads,goodroads.io,GoodRoads is paving the way to better roads in the technology we offer and the way we collaborate with smart cities,Internet Software & Services; Information Technology & Services; Software; Hardware; Learn; Artificial Intelligence; Building; Data; Infrastructure; Management; Product; Science,Techstars,"","",""
41410752,224868029,SolGro,solgro.co,The Future of greenhouse film,Crops; Agriculture; Nanotechnology; Food; FoodTech; Technology,Masschallenge; Cowtown Angels,"","",""
41384703,283734542,Drawboard,drawboard.com,"Remarkable markup tools for WIndows 10, iOS and your web browser. Download for free today.",Internet Software & Services; Software; Information Technology & Services; Technology; B2B; SAAS; Mobile; Construction; iOS; Architecture; SaaS; App; Design; Web; Architectural; Computer; Engineering; Management; Productivity; Store; Tools; Waste,Prisma Investments; Blackhorn Ventures; Salta Capital; Ten13,Built Environment,Design Coordination,Internet of Things
41214372,286293205,Futureproof,futureprooftech.io,FutureProof makes climate risk actionable.,Diversified Financial Services; Financial Services; Finance; FinTech,Innovation Endeavors; Ms&ad Ventures; Axis Digital Ventures; Blackhorn Ventures; Plug And Play Tech Center,Cross-Sector,"",Fintech and Marketplaces
41164393,224680950,Kuleana,kuleana.co,"Fish made from plants. Named on of TIME's Best Inventions of 2021. This isn't just any plant-based seafood. This is the new school of fish. All the taste, texture, and nutrition of the traditional stuff. Without the mercury and microplastics. Made enti...",Food; 3D; Alternative; Beverage; BioTech; Environmental; FoodTech; Health; Industry; LED; Market; Product; School; Hospitality,Y Combinator; Astanor; Sustainable Ocean Alliance; Altair Capital,"","",""
41164293,2174402,Phylagen,phylagen.com,We use the microbial life of buildings and objects to solve complex problems in a whole new way.,Internet Software & Services; Photographic & Optical Equipment; Consumer Goods; Test & Measurement Equipment; Manufacturing; Information Technology & Services; Technology; Biotechnology; B2B; SAAS; Analytics; Data; Environmental; Food; FoodTech; Goods; IT; Retail; Supply; Building; Care; Database; Health; Human; Learn; Life; Materials; Product; Public; Service; Transportation; Travel,Cultivian Sandbox; Breakout Ventures; Dolby Family Ventures; Blackhorn Ventures; Western Technology Investment; Arden Road Investments; Duck Investors; Working Capital; J-angels; Ppp; Agfunder; 3m Ventures,Transportation + Logistics,"",Analytics
41164285,283734555,GridRaster Inc,gridraster.com,High Performance Scalable Enterprise MR Cloud Platform Powered by Distributed Edge Computing and 3D AI,Internet Software & Services; Software; Information Technology & Services; Technology; Networking; B2B; SAAS; Enterprise; Augmented Reality; Augmented reality; Battery; Building; Cloud; Device; Future; Infrastructure; Mobile; Virtual; Virtual reality; Engineering Software,Blackhorn Ventures; Exfinity Venture Partners; Exfinity Ventures; Exfinity Venture Partners.; Lumia Capital; Explorer Group; Unshackled Ventures; Pipeline Capital Partners; Nexstar Partners; Mac Vc; Mac Venture Capital,Built Environment; Energy,Transmission & Distribution Maintenance,Internet of Things
41164284,1713097,GridCure,gridcure.com,Bringing the concepts and practices of big data to the electrical utility space.,"Product; Space; Internet Software & Services; Software; Information Technology & Services; Technology; Renewables & Environment; Utilities; SAAS; B2B; Enterprise; Big Data; SaaS; Analytics; Consumer; Data; Energy; Equipment; Industry; Learn; Energy, Utilities & Waste; Optimize; Service; Smart",500 Startups; Plug And Play Tech Center; Launchcapital,Energy,Transmission & Distribution Maintenance; EV Ecosystem; DER Asset Integration with Wholesale Markets,Analytics
41163446,147493865,Amperon,amperon.co,Electricity demand intelligence for the modern grid.,"Internet Software & Services; Technology; Internet; Oil & Gas; B2B; B2C; Future; Engineering Software; Software; Energy, Utilities & Waste; Artificial Intelligence; Data; Energy; Learn; Smart; Utilities; Real; Time; Tools",Climate Tech Venture Capital Fund; Powerhouse Ventures (oakland); Notation Capital; Future Labs; Energylab; Urban Future Lab; Muus Asset Management; Climate Capital; Hsbc Asset Management; Kiran Bhatraju; Riverstone Holdings; Garuda,Energy,DER Asset Integration with Wholesale Markets,Analytics
41128219,131081675,Buzz Solutions,buzzsolutions.co,"Artificial Intelligence, Actionable Insights and Predictive Analytics for asset fault detection and inspections of power lines and grid infrastructure",Internet Software & Services; Software Development & Design; Software; Technology; Information Technology & Services; Utilities; B2B; SAAS; Enterprise; Machine Learning; Predictive Analytics; Artificial Intelligence; Computer Vision; Internet of Things; Energy; Analytics; Automation; Computer; Data; Drones; Infrastructure; Internet; Learn; Physical; Platform; Product; Smart; Time,Blackhorn Ventures; Advisors.fund; Ulu Ventures; Vodia Ventures; And Advisors.fund.; Stanford Angels And Entrepreneurs,Energy,Transmission & Distribution Maintenance,Analytics
40188678,1795902,Telesense,telesense.com,TeleSense is a next-generation grain monitoring service for predicting the quality of commodities in storage and transit,Transportation; Internet Software & Services; Business Services General; Business Services; Information Technology & Services; Agriculture; Technology; B2B; Mobile; SAAS; Predictive Analytics; SaaS; Supply Chain Management; Logistics; Analytics; Data; Food; FoodTech; Industry; Internet of Things; Service; Storage; Sensors,Artesian Investment; Artesian; Mindset Ventures; Rabobank’s Food & Agri Innovation Fund; Trailhead Capital; Food & Agri Innovation Fund; Congruent Ventures; Radicle Growth; Plug & Play Ventures; Finistere Ventures; Fulcrum Global Capital; Artesian Venture Partners; Upl; Upl Ltd.; Ppp; Plug And Play Tech Center; Finistere Ventures Llc; Graininnovate,"","",""
40146103,224928034,Nth Cycle,nthcycle.com,"Nth Cycle is a metals process technology company. We use clean, modular electro-extraction to aid in lithium battery recycling and upgrading critical minerals from mining.",Metals & Mining; Commercial & Residential Construction; Construction; Mining & Metals; Alternative; Battery; Energy; Learn; Metals; Technology; Building; Vehicles,Mercuria; Frankstahl; Massmutual; Clean Energy Ventures; Volo Earth Ventures; Beresford Ventures; Clean Energy Venture Group; Plug And Play Tech Center; Creative Destruction Lab; National Science Foundation; Mm Catalyst Fund; Massachusetts Clean Energy Center; Volo Earth,Energy,Energy Storage,Recycling
40145579,163286439,Camp Six Labs,campsix.com,"Make big hardware prototypes in hours, not weeks.",Hospitality; Logistics; Delivery; Drones; Infrastructure; Lodging & Resorts; Design; Development; Manufacturing; Market; Solar; Website,Lemnos; Holt Ventures,Built Environment; Energy,Renewable Intermittent Generation; Software / Services Accelerating Overarching Trends in Improvements; Prefabrication and Modular; Robotics and Drones,Analytics
40145565,220043934,Route Reports,routereports.com,"Advanced operational intelligence for rail & road | Making transport networks sustainable, reliable and cost-effective.",Business Services; Information & Document Management; Analytics; Infrastructure; Internet of Things; Video,Trucks Vc; Burst Capital; Stanford; Ubiquity Ventures; Urban Innovation Fund,Transportation + Logistics,"",""
